id,spare_info_id,brand_id,model_id,generation_id,modification_id,cached_brand,cached_model,cached_generation,cached_modification,created_at,updated_at,cached_spare_info,notes,notes_invisible
426,1008030,3,43,165,,BMW,X5,X5 E70,,2014-10-12 04:00:32.343064,2014-10-12 04:00:32.343064,BMAB012Z (FEBEST),,
428,1008032,3,43,165,,BMW,X5,X5 E70,,2014-10-12 04:00:32.63499,2014-10-12 04:00:32.63499,BMAB020 (FEBEST),,
430,1008034,3,43,165,,BMW,X5,X5 E70,,2014-10-12 04:00:32.968247,2014-10-12 04:00:32.968247,BMAB031 (FEBEST),,
432,1008036,3,43,165,,BMW,X5,X5 E70,,2014-10-12 04:00:33.276507,2014-10-12 04:00:33.276507,BMAB032 (FEBEST),,
434,1008038,3,43,165,,BMW,X5,X5 E70,,2014-10-12 04:00:33.426959,2014-10-12 04:00:33.426959,BMAB033 (FEBEST),,
436,1008040,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:33.72718,2014-10-12 04:00:33.72718,BMAB035 (FEBEST),,
437,1008041,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:33.734835,2014-10-12 04:00:33.734835,33506751543 (BMW),,
439,1008043,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:34.067991,2014-10-12 04:00:34.067991,31126756491 (BMW),,
440,1008044,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:34.368366,2014-10-12 04:00:34.368366,BMBJBX5UP (FEBEST),,
441,1008045,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:34.376342,2014-10-12 04:00:34.376342,31126760275 (BMW),,
444,1008048,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:35.018696,2014-10-12 04:00:35.018696,BMCBX5 (FEBEST),,
446,1008050,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:35.310385,2014-10-12 04:00:35.310385,BMDE53 (FEBEST),,
450,1008054,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:35.956023,2014-10-12 04:00:35.956023,BMDX5 (FEBEST),,
452,1008056,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:36.210802,2014-10-12 04:00:36.210802,BMDX5R (FEBEST),,
454,1008058,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:36.569075,2014-10-12 04:00:36.569075,BMMX5 (FEBEST),,
456,1008060,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:37.003158,2014-10-12 04:00:37.003158,BMSBX5 (FEBEST),,
460,1008064,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:38.070356,2014-10-12 04:00:38.070356,BMSBX5R2 (FEBEST),,
462,1008066,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:38.394216,2014-10-12 04:00:38.394216,BMSHBX5R (FEBEST),,
464,1008068,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:38.703751,2014-10-12 04:00:38.703751,BMSIX5L (FEBEST),,
466,1008070,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:39.071834,2014-10-12 04:00:39.071834,BMSSX5F (FEBEST),,
468,1008072,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:39.410894,2014-10-12 04:00:39.410894,BMSSX5R (FEBEST),,
472,1008076,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:40.303431,2014-10-12 04:00:40.303431,DAC49900045KIT (FEBEST),,
476,1008080,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:40.977742,2014-10-12 04:00:40.977742,LRRKBRRIII (FEBEST),,
542,1008146,71,9352,170,,CHERY,Amulet,AMULET A15,,2014-10-12 04:00:54.342929,2014-10-12 04:00:54.342929,1582A15R (FEBEST),,
543,1008147,71,9352,170,,CHERY,Amulet,AMULET A15,,2014-10-12 04:00:54.35319,2014-10-12 04:00:54.35319,A113301030BB (CHERY),,
545,1008149,71,9352,170,,CHERY,Amulet,AMULET A15,,2014-10-12 04:00:54.76978,2014-10-12 04:00:54.76978,A112909050 (CHERY),,
546,1008150,71,9352,170,,CHERY,Amulet,AMULET A15,,2014-10-12 04:00:54.986785,2014-10-12 04:00:54.986785,CYAB003 (FEBEST),,
547,1008151,71,9352,170,,CHERY,Amulet,AMULET A15,,2014-10-12 04:00:55.004014,2014-10-12 04:00:55.004014,A113301025 (CHERY),,
551,1008155,71,9362,171,,CHERY,Tiggo,TIGGO T11,,2014-10-12 04:00:55.725634,2014-10-12 04:00:55.725634,T113401050 (CHERY),,
555,1008159,71,9362,171,,CHERY,Tiggo,TIGGO T11,,2014-10-12 04:00:56.44638,2014-10-12 04:00:56.44638,T113401300BB (CHERY),,
556,1008160,71,9362,171,,CHERY,Tiggo,TIGGO T11,,2014-10-12 04:00:56.787966,2014-10-12 04:00:56.787966,CYAB004 (FEBEST),,
557,1008161,71,9362,171,,CHERY,Tiggo,TIGGO T11,,2014-10-12 04:00:56.80222,2014-10-12 04:00:56.80222,T112909080 (CHERY),,
559,1008163,71,9362,171,,CHERY,Tiggo,TIGGO T11,,2014-10-12 04:00:57.736369,2014-10-12 04:00:57.736369,T112909070 (CHERY),,
561,1008165,71,9362,171,,CHERY,Tiggo,TIGGO T11,,2014-10-12 04:00:58.104222,2014-10-12 04:00:58.104222,T113401012 (CHERY),,
562,1008166,59,8996,172,,CHEVROLET,Aveo,AVEO (T200),,2014-10-12 04:00:58.778948,2014-10-12 04:00:58.778948,1010AV (FEBEST),,
564,1008168,59,8996,172,,CHEVROLET,Aveo,AVEO (T200),,2014-10-12 04:00:59.151865,2014-10-12 04:00:59.151865,1011AV (FEBEST),,
570,1008174,59,8996,172,,CHEVROLET,Aveo,AVEO (T200),,2014-10-12 04:01:00.21961,2014-10-12 04:01:00.21961,1074T200F (FEBEST),,
572,1008176,59,8996,172,,CHEVROLET,Aveo,AVEO (T200),,2014-10-12 04:01:00.544788,2014-10-12 04:01:00.544788,1082T200F (FEBEST),,
576,1008180,59,8996,172,,CHEVROLET,Aveo,AVEO (T200),,2014-10-12 04:01:01.236785,2014-10-12 04:01:01.236785,1082T200RA40 (FEBEST),,
578,1008182,59,8996,173,,CHEVROLET,Aveo,AVEO (T250/T255),,2014-10-12 04:01:01.836558,2014-10-12 04:01:01.836558,1087T250 (FEBEST),,
579,1008183,59,8996,173,,CHEVROLET,Aveo,AVEO (T250/T255),,2014-10-12 04:01:01.844797,2014-10-12 04:01:01.844797,25185910 (CHEVROLET),,
580,1008184,59,8996,172,,CHEVROLET,Aveo,AVEO (T200),,2014-10-12 04:01:02.036998,2014-10-12 04:01:02.036998,1110007 (FEBEST),,
582,1008186,59,8996,172,,CHEVROLET,Aveo,AVEO (T200),,2014-10-12 04:01:02.353507,2014-10-12 04:01:02.353507,1110007A47 (FEBEST),,
583,1008187,59,8996,172,,CHEVROLET,Aveo,AVEO (T200),,2014-10-12 04:01:02.370066,2014-10-12 04:01:02.370066,96870388 (CHEVROLET),,
584,1008188,59,8996,172,,CHEVROLET,Aveo,AVEO (T200),,2014-10-12 04:01:02.753488,2014-10-12 04:01:02.753488,1110008A47 (FEBEST),,
585,1008189,59,8996,172,,CHEVROLET,Aveo,AVEO (T200),,2014-10-12 04:01:02.762047,2014-10-12 04:01:02.762047,96963324 (CHEVROLET),,
586,1008190,59,8996,172,,CHEVROLET,Aveo,AVEO (T200),,2014-10-12 04:01:03.070873,2014-10-12 04:01:03.070873,1111SPA (FEBEST),,
587,1008191,59,8996,172,,CHEVROLET,Aveo,AVEO (T200),,2014-10-12 04:01:03.078626,2014-10-12 04:01:03.078626,96963323 (CHEVROLET),,
589,1008193,59,8996,172,,CHEVROLET,Aveo,AVEO (T200),,2014-10-12 04:01:03.361251,2014-10-12 04:01:03.361251,96870387 (CHEVROLET),,
592,1008196,59,8996,172,,CHEVROLET,Aveo,AVEO (T200),,2014-10-12 04:01:04.079114,2014-10-12 04:01:04.079114,CHABAVERS (FEBEST),,
594,1008198,59,8996,172,,CHEVROLET,Aveo,AVEO (T200),,2014-10-12 04:01:04.59606,2014-10-12 04:01:04.59606,CHABAVES (FEBEST),,
598,1008202,59,8996,172,,CHEVROLET,Aveo,AVEO (T200),,2014-10-12 04:01:05.145446,2014-10-12 04:01:05.145446,CHABAVT200RKIT (FEBEST),,
599,1008203,59,8996,172,,CHEVROLET,Aveo,AVEO (T200),,2014-10-12 04:01:05.153656,2014-10-12 04:01:05.153656,96653128 (CHEVROLET),,
602,1008206,59,8996,172,,CHEVROLET,Aveo,AVEO (T200),,2014-10-12 04:01:05.778725,2014-10-12 04:01:05.778725,CHABAVX (FEBEST),,
610,1008214,59,8996,172,,CHEVROLET,Aveo,AVEO (T200),,2014-10-12 04:01:07.046398,2014-10-12 04:01:07.046398,CHMAVEORR (FEBEST),,
622,1008226,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:10.146692,2014-10-12 04:01:10.146692,1010C100 (FEBEST),,
623,1008227,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:10.154615,2014-10-12 04:01:10.154615,96624822 (CHEVROLET),,
624,1008228,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:10.479958,2014-10-12 04:01:10.479958,1010CAP (FEBEST),,
625,1008229,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:10.487898,2014-10-12 04:01:10.487898,96624724 (CHEVROLET),,
626,1008230,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:10.798506,2014-10-12 04:01:10.798506,1011C100R (FEBEST),,
628,1008232,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:10.990476,2014-10-12 04:01:10.990476,1011CAPLH (FEBEST),,
630,1008234,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:11.254495,2014-10-12 04:01:11.254495,1011CAPRH (FEBEST),,
632,1008236,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:11.622823,2014-10-12 04:01:11.622823,1011CAPTLH (FEBEST),,
633,1008237,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:11.630253,2014-10-12 04:01:11.630253,96624721 (CHEVROLET),,
634,1008238,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:12.014241,2014-10-12 04:01:12.014241,1015CAP (FEBEST),,
637,1008241,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:12.363721,2014-10-12 04:01:12.363721,96819162 (CHEVROLET),,
638,1008242,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:12.732058,2014-10-12 04:01:12.732058,1021CAP (FEBEST),,
640,1008244,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:13.064555,2014-10-12 04:01:13.064555,1022CAP (FEBEST),,
642,1008246,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:13.487825,2014-10-12 04:01:13.487825,1023CAPLH (FEBEST),,
644,1008248,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:13.829724,2014-10-12 04:01:13.829724,1023CAPR (FEBEST),,
646,1008250,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:14.171816,2014-10-12 04:01:14.171816,1023CAPRH (FEBEST),,
648,1008252,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:14.571703,2014-10-12 04:01:14.571703,1024CAPLH (FEBEST),,
650,1008254,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:14.899372,2014-10-12 04:01:14.899372,1024CAPRH (FEBEST),,
654,1008258,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:15.623452,2014-10-12 04:01:15.623452,1081C100 (FEBEST),,
656,1008260,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:16.330207,2014-10-12 04:01:16.330207,1082CAPF (FEBEST),,
660,1008264,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:17.132572,2014-10-12 04:01:17.132572,1087C100 (FEBEST),,
662,1008266,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:17.438473,2014-10-12 04:01:17.438473,1087CAP (FEBEST),,
663,1008267,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:17.456793,2014-10-12 04:01:17.456793,12575509 (CHEVROLET),,
664,1008268,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:17.839041,2014-10-12 04:01:17.839041,1876C100FKIT (FEBEST),,
666,1008270,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:18.225121,2014-10-12 04:01:18.225121,1876C100RKIT (FEBEST),,
668,1008272,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:18.538859,2014-10-12 04:01:18.538859,CHAB008 (FEBEST),,
673,1008277,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:19.666378,2014-10-12 04:01:19.666378,CHAB011 (FEBEST),,
674,1008278,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:19.682323,2014-10-12 04:01:19.682323,96626482 (CHEVROLET),,
679,1008283,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:20.997763,2014-10-12 04:01:20.997763,CHAB015 (FEBEST),,
681,1008285,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:21.289109,2014-10-12 04:01:21.289109,CHAB016 (FEBEST),,
683,1008287,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:21.715689,2014-10-12 04:01:21.715689,CHAB018 (FEBEST),,
685,1008289,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:22.100509,2014-10-12 04:01:22.100509,CHABC100F (FEBEST),,
687,1008291,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:22.366747,2014-10-12 04:01:22.366747,CHABC100R (FEBEST),,
689,1008293,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:22.74361,2014-10-12 04:01:22.74361,CHABCAPB (FEBEST),,
691,1008295,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:23.106475,2014-10-12 04:01:23.106475,CHABCAPS (FEBEST),,
693,1008297,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:23.692683,2014-10-12 04:01:23.692683,CHBCAP (FEBEST),,
695,1008299,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:23.888992,2014-10-12 04:01:23.888992,CHDCAPF (FEBEST),,
697,1008301,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:24.239829,2014-10-12 04:01:24.239829,CHDCAPR (FEBEST),,
699,1008303,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:24.655966,2014-10-12 04:01:24.655966,CHRKBCAP (FEBEST),,
703,1008307,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:25.592439,2014-10-12 04:01:25.592439,CHSBCAPR (FEBEST),,
705,1008309,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:25.781354,2014-10-12 04:01:25.781354,OPCBANT (FEBEST),,
707,1008311,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:26.097512,2014-10-12 04:01:26.097512,OPMBANTF (FEBEST),,
708,1008312,59,9002,174,,CHEVROLET,Captiva,CAPTIVA (C100),,2014-10-12 04:01:26.108681,2014-10-12 04:01:26.108681,96626828 (CHEVROLET),,
709,1008313,59,9014,175,,CHEVROLET,Cruze,CRUZE (J300),,2014-10-12 04:01:26.442607,2014-10-12 04:01:26.442607,CHABCRR (FEBEST),,
711,1008315,59,9019,176,,CHEVROLET,Epica,EPICA (V250),,2014-10-12 04:01:26.769693,2014-10-12 04:01:26.769693,1010V200 (FEBEST),,
713,1008317,59,9019,177,,CHEVROLET,Epica,EPICA (V200),,2014-10-12 04:01:27.223417,2014-10-12 04:01:27.223417,1011EVATRH (FEBEST),,
715,1008319,59,9019,176,,CHEVROLET,Epica,EPICA (V250),,2014-10-12 04:01:27.556509,2014-10-12 04:01:27.556509,1011EVMTLH (FEBEST),,
717,1008321,59,9019,176,,CHEVROLET,Epica,EPICA (V250),,2014-10-12 04:01:27.923206,2014-10-12 04:01:27.923206,1011EVMTRH (FEBEST),,
725,1008329,59,9019,176,,CHEVROLET,Epica,EPICA (V250),,2014-10-12 04:01:29.318862,2014-10-12 04:01:29.318862,1082V200F (FEBEST),,
727,1008331,59,9019,176,,CHEVROLET,Epica,EPICA (V250),,2014-10-12 04:01:29.643758,2014-10-12 04:01:29.643758,1110010 (FEBEST),,
729,1008333,59,9019,176,,CHEVROLET,Epica,EPICA (V250),,2014-10-12 04:01:29.998313,2014-10-12 04:01:29.998313,1811EPICRH (FEBEST),,
731,1008335,59,9019,176,,CHEVROLET,Epica,EPICA (V250),,2014-10-12 04:01:30.323273,2014-10-12 04:01:30.323273,1815EPIC (FEBEST),,
733,1008337,59,9019,176,,CHEVROLET,Epica,EPICA (V250),,2014-10-12 04:01:30.665027,2014-10-12 04:01:30.665027,CHAB001RUB (FEBEST),,
734,1008338,59,9019,176,,CHEVROLET,Epica,EPICA (V250),,2014-10-12 04:01:30.681537,2014-10-12 04:01:30.681537,96440047 (CHEVROLET),,
736,1008340,59,9019,176,,CHEVROLET,Epica,EPICA (V250),,2014-10-12 04:01:31.377029,2014-10-12 04:01:31.377029,96499160 (CHEVROLET),,
737,1008341,59,9019,176,,CHEVROLET,Epica,EPICA (V250),,2014-10-12 04:01:31.98168,2014-10-12 04:01:31.98168,CHAB002 (FEBEST),,
738,1008342,59,9019,176,,CHEVROLET,Epica,EPICA (V250),,2014-10-12 04:01:31.993741,2014-10-12 04:01:31.993741,96639741 (CHEVROLET),,
739,1008343,59,9019,176,,CHEVROLET,Epica,EPICA (V250),,2014-10-12 04:01:32.458668,2014-10-12 04:01:32.458668,CHAB003 (FEBEST),,
740,1008344,59,9019,176,,CHEVROLET,Epica,EPICA (V250),,2014-10-12 04:01:32.474702,2014-10-12 04:01:32.474702,96440033 (CHEVROLET),,
742,1008346,59,9019,176,,CHEVROLET,Epica,EPICA (V250),,2014-10-12 04:01:32.764614,2014-10-12 04:01:32.764614,96440041 (CHEVROLET),,
743,1008347,59,9019,176,,CHEVROLET,Epica,EPICA (V250),,2014-10-12 04:01:33.157099,2014-10-12 04:01:33.157099,CHAB005 (FEBEST),,
744,1008348,59,9019,176,,CHEVROLET,Epica,EPICA (V250),,2014-10-12 04:01:33.169642,2014-10-12 04:01:33.169642,96440044 (CHEVROLET),,
745,1008349,59,9019,176,,CHEVROLET,Epica,EPICA (V250),,2014-10-12 04:01:33.523684,2014-10-12 04:01:33.523684,CHAB006RUB (FEBEST),,
746,1008350,59,9019,176,,CHEVROLET,Epica,EPICA (V250),,2014-10-12 04:01:33.536347,2014-10-12 04:01:33.536347,96440024 (CHEVROLET),,
747,1008351,59,9019,176,,CHEVROLET,Epica,EPICA (V250),,2014-10-12 04:01:33.848813,2014-10-12 04:01:33.848813,CHAB006Z (FEBEST),,
751,1008355,59,9019,176,,CHEVROLET,Epica,EPICA (V250),,2014-10-12 04:01:34.940144,2014-10-12 04:01:34.940144,CHABV200S (FEBEST),,
753,1008357,59,9019,176,,CHEVROLET,Epica,EPICA (V250),,2014-10-12 04:01:35.299292,2014-10-12 04:01:35.299292,CHDV250F (FEBEST),,
755,1008359,59,9019,176,,CHEVROLET,Epica,EPICA (V250),,2014-10-12 04:01:35.655225,2014-10-12 04:01:35.655225,CHDV250R (FEBEST),,
757,1008361,59,9019,176,,CHEVROLET,Epica,EPICA (V250),,2014-10-12 04:01:35.995426,2014-10-12 04:01:35.995426,CHSBV200R (FEBEST),,
759,1008363,59,9019,176,,CHEVROLET,Epica,EPICA (V250),,2014-10-12 04:01:36.337324,2014-10-12 04:01:36.337324,CHSBV250F (FEBEST),,
761,1008365,59,9019,176,,CHEVROLET,Epica,EPICA (V250),,2014-10-12 04:01:36.895343,2014-10-12 04:01:36.895343,CHSHBV200F (FEBEST),,
763,1008367,59,9029,178,,CHEVROLET,Lacetti,LACETTI/OPTRA (J200),,2014-10-12 04:01:37.281165,2014-10-12 04:01:37.281165,0422L400 (FEBEST),,
765,1008369,59,9029,178,,CHEVROLET,Lacetti,LACETTI/OPTRA (J200),,2014-10-12 04:01:37.606162,2014-10-12 04:01:37.606162,1011EVATLH (FEBEST),,
767,1008371,59,9029,178,,CHEVROLET,Lacetti,LACETTI/OPTRA (J200),,2014-10-12 04:01:37.946539,2014-10-12 04:01:37.946539,1015J200T (FEBEST),,
769,1008373,59,9029,178,,CHEVROLET,Lacetti,LACETTI/OPTRA (J200),,2014-10-12 04:01:38.29623,2014-10-12 04:01:38.29623,1015T200 (FEBEST),,
773,1008377,59,9029,178,,CHEVROLET,Lacetti,LACETTI/OPTRA (J200),,2014-10-12 04:01:39.064357,2014-10-12 04:01:39.064357,1025LAC1 (FEBEST),,
775,1008379,59,9029,178,,CHEVROLET,Lacetti,LACETTI/OPTRA (J200),,2014-10-12 04:01:40.132557,2014-10-12 04:01:40.132557,1082002 (FEBEST),,
777,1008381,59,9029,178,,CHEVROLET,Lacetti,LACETTI/OPTRA (J200),,2014-10-12 04:01:40.440587,2014-10-12 04:01:40.440587,1082003 (FEBEST),,
779,1008383,59,9029,178,,CHEVROLET,Lacetti,LACETTI/OPTRA (J200),,2014-10-12 04:01:40.815148,2014-10-12 04:01:40.815148,1082V200R (FEBEST),,
785,1008389,59,9029,178,,CHEVROLET,Lacetti,LACETTI/OPTRA (J200),,2014-10-12 04:01:41.999149,2014-10-12 04:01:41.999149,1099LACLH (FEBEST),,
787,1008391,59,9029,178,,CHEVROLET,Lacetti,LACETTI/OPTRA (J200),,2014-10-12 04:01:42.490294,2014-10-12 04:01:42.490294,1099LACRH (FEBEST),,
789,1008393,59,9029,178,,CHEVROLET,Lacetti,LACETTI/OPTRA (J200),,2014-10-12 04:01:43.056386,2014-10-12 04:01:43.056386,1110011 (FEBEST),,
793,1008397,59,9029,178,,CHEVROLET,Lacetti,LACETTI/OPTRA (J200),,2014-10-12 04:01:43.665371,2014-10-12 04:01:43.665371,1110J150 (FEBEST),,
795,1008399,59,9029,178,,CHEVROLET,Lacetti,LACETTI/OPTRA (J200),,2014-10-12 04:01:44.032226,2014-10-12 04:01:44.032226,1110J200A47 (FEBEST),,
797,1008401,59,9029,178,,CHEVROLET,Lacetti,LACETTI/OPTRA (J200),,2014-10-12 04:01:44.365285,2014-10-12 04:01:44.365285,1111J200 (FEBEST),,
799,1008403,59,9029,178,,CHEVROLET,Lacetti,LACETTI/OPTRA (J200),,2014-10-12 04:01:45.223627,2014-10-12 04:01:45.223627,1111T200 (FEBEST),,
802,1008406,59,9029,178,,CHEVROLET,Lacetti,LACETTI/OPTRA (J200),,2014-10-12 04:01:45.599022,2014-10-12 04:01:45.599022,96859310 (CHEVROLET),,
803,1008407,59,9029,178,,CHEVROLET,Lacetti,LACETTI/OPTRA (J200),,2014-10-12 04:01:45.965587,2014-10-12 04:01:45.965587,CHABLAC1 (FEBEST),,
804,1008408,59,9029,178,,CHEVROLET,Lacetti,LACETTI/OPTRA (J200),,2014-10-12 04:01:45.973948,2014-10-12 04:01:45.973948,96550049 (CHEVROLET),,
805,1008409,59,9029,178,,CHEVROLET,Lacetti,LACETTI/OPTRA (J200),,2014-10-12 04:01:46.29077,2014-10-12 04:01:46.29077,CHABLAC2 (FEBEST),,
807,1008411,59,9029,178,,CHEVROLET,Lacetti,LACETTI/OPTRA (J200),,2014-10-12 04:01:46.632445,2014-10-12 04:01:46.632445,CHABLACB (FEBEST),,
809,1008413,59,9029,178,,CHEVROLET,Lacetti,LACETTI/OPTRA (J200),,2014-10-12 04:01:47.124658,2014-10-12 04:01:47.124658,CHABLACFB (FEBEST),,
811,1008415,59,9029,178,,CHEVROLET,Lacetti,LACETTI/OPTRA (J200),,2014-10-12 04:01:47.549359,2014-10-12 04:01:47.549359,CHABLACFF (FEBEST),,
827,1008431,59,9029,178,,CHEVROLET,Lacetti,LACETTI/OPTRA (J200),,2014-10-12 04:01:50.28331,2014-10-12 04:01:50.28331,CHSBLACF (FEBEST),,
831,1008435,59,9029,178,,CHEVROLET,Lacetti,LACETTI/OPTRA (J200),,2014-10-12 04:01:51.058127,2014-10-12 04:01:51.058127,CHSHBJ200R (FEBEST),,
833,1008437,59,9029,178,,CHEVROLET,Lacetti,LACETTI/OPTRA (J200),,2014-10-12 04:01:51.391862,2014-10-12 04:01:51.391862,CHSHBLAC (FEBEST),,
835,1008439,59,9029,178,,CHEVROLET,Lacetti,LACETTI/OPTRA (J200),,2014-10-12 04:01:51.824957,2014-10-12 04:01:51.824957,CHSSJ200R (FEBEST),,
841,1008445,59,9030,179,,CHEVROLET,Lanos,LANOS (T100),,2014-10-12 04:01:52.93392,2014-10-12 04:01:52.93392,1017PLAN (FEBEST),,
843,1008447,59,9030,179,,CHEVROLET,Lanos,LANOS (T100),,2014-10-12 04:01:53.30901,2014-10-12 04:01:53.30901,1082001 (FEBEST),,
845,1008449,59,9030,179,,CHEVROLET,Lanos,LANOS (T100),,2014-10-12 04:01:53.608461,2014-10-12 04:01:53.608461,1082004 (FEBEST),,
847,1008451,59,9030,179,,CHEVROLET,Lanos,LANOS (T100),,2014-10-12 04:01:53.967159,2014-10-12 04:01:53.967159,1110006A47 (FEBEST),,
851,1008455,59,9030,179,,CHEVROLET,Lanos,LANOS (T100),,2014-10-12 04:01:54.651174,2014-10-12 04:01:54.651174,1112NEXLH (FEBEST),,
855,1008459,59,9030,179,,CHEVROLET,Lanos,LANOS (T100),,2014-10-12 04:01:55.466863,2014-10-12 04:01:55.466863,1123001 (FEBEST),,
857,1008461,59,9030,179,,CHEVROLET,Lanos,LANOS (T100),,2014-10-12 04:01:55.834327,2014-10-12 04:01:55.834327,CHABLANR (FEBEST),,
863,1008467,59,9030,179,,CHEVROLET,Lanos,LANOS (T100),,2014-10-12 04:01:56.876951,2014-10-12 04:01:56.876951,CHSHBLAN (FEBEST),,
867,1008471,59,9030,179,,CHEVROLET,Lanos,LANOS (T100),,2014-10-12 04:01:58.066696,2014-10-12 04:01:58.066696,DAB001 (FEBEST),,
873,1008477,59,9030,179,,CHEVROLET,Lanos,LANOS (T100),,2014-10-12 04:01:59.260119,2014-10-12 04:01:59.260119,DAB966 (FEBEST),,
875,1008479,59,9030,179,,CHEVROLET,Lanos,LANOS (T100),,2014-10-12 04:02:00.133789,2014-10-12 04:02:00.133789,DM001 (FEBEST),,
881,1008485,59,9030,179,,CHEVROLET,Lanos,LANOS (T100),,2014-10-12 04:02:01.283257,2014-10-12 04:02:01.283257,DSSLANF (FEBEST),,
887,1008491,59,75,180,,CHEVROLET,LEGANZA,LEGANZA (V100),,2014-10-12 04:02:02.709166,2014-10-12 04:02:02.709166,CHABLEGB (FEBEST),,
889,1008493,59,75,180,,CHEVROLET,LEGANZA,LEGANZA (V100),,2014-10-12 04:02:03.085078,2014-10-12 04:02:03.085078,CHABLEGS (FEBEST),,
